Category Id,HSN/SAC ,Category,CGST,SGST,IGST
3205,8708    99 00,Hydraulic    and its parts thereof for tractors,9%,9%,18%
3206,8708    99 00,"Fender, † Hood, †    wrapper, † Grill, † Side †    Panel, Extension † † Plates, † † Fuel † †    Tank † † and † † parts
      thereof for tractors Äù",9%,9%,18%
3207,Any    Chapter,"Permanent    transfer of Intellectual Property
      (IP) right",9%,9%,18%
3208,Any    Chapter,"Supply † of †    any † goods † other †    than † capital
      goods † and † cement †    falling † under † chapter heading † 2523 †    in † the † first †    schedule † to † the Customs Tariff Act, 1975 (51 of 1975),    by an † unregistered † person †    to † a † promoter †    for construction of the project on which tax is payable † by †    the † promoter † as †    recipient † of goods under sub-    section 4 of section 9 of the †    Central † Goods † and †    Services † Tax † Act, 2017 † †    (12 † † of † † 2017), † †    as † † prescribed † † in notification † No. †    07 † / † 2019- †    Central † Tax (Rate), dated 29th    March, 2019, published in † Gazette † of †    India † vide † G.S.R. †    No. † _, dated 29th March,    2019
      Explanation. † † For † † the † †    purpose † † of † † this entry, Äì
      (i) † the † † term †     Äúpromoter Äù † shall † have † †    the same meaning as assigned to it in in clause (zk) † † of † †    section † † 2 † † of † †    the † † Real † † Estate (Regulation † and †    Development) † Act, † 2016 (16 of 2016).
      (ii) † †  Äúproject Äù † shall †    mean † a † Real †    Estate Project (REP) or a Residential Real Estate Project    (RREP).
      (iii) † the † term  ÄúReal Estate † Project †    (REP) Äù shall have the same meaning as assigned to it in in clause (zn)    of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of    2016).
      (iv) † † †  ÄúResidential † † † Real † † †    Estate † † † Project (RREP) Äù † shall †    mean † a † REP †    in † which † the carpet †    area † of † the †    commercial † apartments is † not †    more † than † 15 †    per † cent. † of the †    total carpet † area † of †    all † the † apartments †    in † the REP.
      (v) This entry is to be taken to apply to all goods † † † † which † † †    satisfy † † † the † † † † conditions prescribed † herein, †    even † though † they †    may be † covered † by †    a † more † specific †    chapter/
      heading/ † † † sub † † † heading † † †    or † † † tariff † † † item elsewhere in this notification",9%,9%,18%
3209,Any    Chapter,"Goods    which are not specified in Schedule I, II, IV, V or VI",9%,9%,18%
3210,1703,Molasses,14%,14%,28%
3211,2106 90 20,Pan    masala,14%,14%,28%
3212,2202 10,"All † † † † goods † † † †    [including † † † † aerated † † † † waters],
      containing † added † sugar †    or † other † † sweetening matter or flavoured",14%,14%,28%
3213,2202 99 90,Caffeinated    Beverages,14%,14%,28%
3214,2202,"Carbonated † † † Beverages † † † of † †    Fruit † † † Drink † † † or
      Carbonated Beverages with Fruit Juice",14%,14%,28%
3215,2401,"Unmanufactured    tobacco; tobacco refuse [other
      than tobacco leaves]",14%,14%,28%
3216,2402,"Cigars, † cheroots, †    cigarillos † and † cigarettes, †    of
      tobacco or of tobacco substitutes",14%,14%,28%
3217,2403,"Other    manufactured tobacco and manufactured tobacco † † † † † substitutes; † † † † †  Äúhomogenised Äù † † † † † or  Äúreconstituted Äù † tobacco; †    tobacco † extracts † and
      essences [including biris]",14%,14%,28%
3218,2404 11 00,"Products † containing †    tobacco † or † reconstituted
      tobacco † and † intended †    for † † inhalation † without combustion",14%,14%,28%
